thread_url,post_index,author,created_at,text
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,19,3 bich danh truoc,2025-08-06T15:55:43+0700,"Có khách quen hoặc hội nhóm thì dể chạy cũng đc, còn muốn chạy app buộc phải đổi biển vàng rồi fen"
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,20,frazier,2025-08-06T18:28:35+0700,Biển vàng xong có đổi về biển trắng đc k b nhỉ
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,1,GongJin,2025-08-13T08:49:15+0700,Dc bạn vô tư
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,2,GongJin,2025-08-13T08:49:29+0700,Xanh khô máu
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,3,GongJin,2025-08-17T11:44:18+0700,"Tổng 250km, từ 4h sáng. Tất nhiên có nghỉ ăn sáng nghỉ đi đái nghỉ sóc lọ và nghỉ ngắm mông chị em. Giờ đang nghỉ ăn trưa @Manh14"
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,4,Doc_Co_Doi_Bai,2025-08-17T12:41:29+0700,Vl Anh đỗ trước cửa nhà t làm gì đấy
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,5,Seanzen,2025-08-17T12:43:48+0700,Nhà giàu vl. Đúng như giang hồ đồn
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,6,GongJin,2025-08-17T13:51:44+0700,Xin lộc fen card vina500 nha
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,7,GongJin,2025-08-17T13:51:56+0700,Đồn gì sự thật luôn như biệt phủ
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,8,Seanzen,2025-08-17T14:32:11+0700,Thế card 500k ít quá
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,9,GongJin,2025-08-17T14:45:40+0700,Của ít lòng vòng nhiều mà fen
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,10,Xpander,2025-08-21T18:36:33+0700,Dạo này chạy xe dù ít khách quá mấy fency. Ở nhà hoài cũng chán
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,11,elead123321,2025-08-21T20:19:42+0700,"Chạy cung sân bay à phen, cày ác vậy, sáng 1tr4 lợi nhuận"
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,12,Seanzen,2025-08-21T20:21:16+0700,Hơn lương nhân viên quèn như tôi
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,13,GongJin,2025-08-22T07:49:05+0700,Fen có vợ lo từ a tới ớ mà
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,14,GongJin,2025-08-22T07:52:21+0700,Sáng 4h smc (smart city) đi đông triều. Thu phí đông triều lên nội bài Nội bài về trung hoà Nói chung hôm đó hên fen ạ
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,15,Seanzen,2025-08-22T07:52:56+0700,smc lắm mít vcl
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,16,GongJin,2025-08-22T07:55:42+0700,Hư quá
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,18,hx70f,2025-08-22T17:11:34+0700,thằng nào đòi tắt app thì next hoặc report tổng đài. Nói thật các fen đừng buồn chứ tài xế số lượng như thế này nhiều vkl.
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,19,GongJin,2025-08-22T18:11:27+0700,"Đọc đoạn đâm chết chó rồi xuống nhặt cười vl Tôi cũng chả buồn đâu, nhưng nhiều khách họ cũng hiểu cho lái xe. Họ có đặt cuốc ngắn xong lên xe bảo thành đi dài. Nói chung là muôn vẻ fen ạ. Tui k buồn"
https://voz.vn/t/platform-grab-bee-etc-anh-em-thao-luan-vao-%C4%91ay.1117332/,20,turquoise.marble,2025-08-22T19:49:37+0700,VF6 Plus. 14.9kW/100km
